,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
6079,32,Male,58.4,1.57,188.0,169.0,61.0,1.34,HIIT,16.0,4.1,7,3,23.6,9.5,0.8503937007874016,8.078740157480315,632.2
6080,31,Male,53.7,1.66,196.0,163.0,64.0,0.96,Mixed,8.9,3.8,5,3,19.5,8.0,0.75,6.0,309.3
6081,46,Male,50.5,1.67,171.0,145.0,68.0,0.37,Mixed,21.2,3.6,2,0,18.1,8.0,0.7475728155339806,5.980582524271845,111.7
6082,51,Male,52.9,1.71,166.0,142.0,71.0,0.89,Mixed,18.6,4.2,5,1,18.0,8.0,0.7473684210526316,5.978947368421053,281.5
6083,35,Male,68.4,1.6,173.0,140.0,78.0,0.49,Cardio,23.2,2.8,3,0,26.6,7.0,0.6526315789473685,4.568421052631579,153.1
6084,24,Female,59.0,1.75,191.0,154.0,67.0,1.26,Strength,18.9,4.0,5,2,19.2,6.0,0.7016129032258065,4.209677419354839,312.9
6085,46,Male,73.5,1.71,172.0,127.0,71.0,0.41,Yoga,18.9,3.4,5,1,25.2,3.0,0.5544554455445545,1.6633663366336635,50.1
6086,48,Male,60.7,1.65,172.0,119.0,55.0,1.25,Yoga,9.4,4.0,7,3,22.4,3.0,0.5470085470085471,1.6410256410256412,124.5
6087,42,Female,68.2,1.61,180.0,133.0,74.0,1.0,Yoga,23.9,3.8,3,0,26.4,3.0,0.5566037735849056,1.669811320754717,113.9
6088,55,Male,70.0,1.66,169.0,154.0,65.0,1.21,HIIT,12.8,4.2,7,2,25.3,9.5,0.8557692307692307,8.129807692307692,688.6
6089,31,Female,58.9,1.6,182.0,133.0,73.0,0.66,Yoga,21.0,3.5,5,1,23.1,3.0,0.5504587155963303,1.651376146788991,64.2
6090,25,Male,69.7,1.69,196.0,144.0,82.0,0.37,Yoga,23.1,3.1,3,0,24.5,3.0,0.543859649122807,1.6315789473684212,42.1
6091,44,Female,67.2,1.69,171.0,135.0,69.0,0.82,Cardio,21.5,3.0,4,1,23.6,7.0,0.6470588235294118,4.529411764705882,249.6
6092,19,Male,62.7,1.71,194.0,163.0,68.0,0.65,Mixed,21.0,3.9,5,1,21.5,8.0,0.753968253968254,6.031746031746032,245.8
6093,34,Male,96.2,1.86,188.0,160.0,76.0,0.47,Mixed,28.8,3.6,2,0,27.9,8.0,0.75,6.0,271.3
6094,54,Male,62.0,1.67,167.0,133.0,70.0,0.62,Cardio,21.9,2.7,3,1,22.3,7.0,0.6494845360824743,4.546391752577319,174.8
6095,31,Male,75.0,1.78,191.0,154.0,67.0,0.99,Strength,19.1,3.4,4,2,23.7,6.0,0.7016129032258065,4.209677419354839,312.6
6096,42,Male,53.2,1.7,181.0,145.0,78.0,0.79,Cardio,14.8,3.0,3,0,18.3,7.0,0.6504854368932039,4.553398058252427,191.4
6097,47,Female,68.8,1.66,171.0,140.0,69.0,0.87,Strength,24.6,3.7,5,1,25.1,6.0,0.696078431372549,4.1764705882352935,250.0
6098,46,Female,60.0,1.67,179.0,151.0,67.0,0.77,Mixed,20.3,4.1,4,2,21.6,8.0,0.75,6.0,277.2
6099,37,Male,61.9,1.67,178.0,163.0,74.0,0.77,HIIT,29.3,3.5,3,0,22.1,9.5,0.8557692307692307,8.129807692307692,387.5
6100,38,Female,60.2,1.71,177.0,135.0,58.0,0.65,Cardio,28.8,2.4,5,2,20.6,7.0,0.6470588235294118,4.529411764705882,177.2
6101,39,Male,59.0,1.58,183.0,164.0,59.0,0.96,HIIT,20.0,3.7,5,2,23.5,9.5,0.8467741935483871,8.044354838709678,455.6
6102,52,Male,42.3,1.53,169.0,129.0,55.0,1.25,Cardio,21.2,3.1,7,2,18.0,7.0,0.6491228070175439,4.543859649122807,240.3
6103,54,Male,81.4,1.75,162.0,127.0,83.0,0.43,Yoga,26.4,3.2,2,0,26.7,3.0,0.5569620253164557,1.6708860759493671,58.5
6104,33,Female,74.7,1.77,183.0,155.0,71.0,0.74,Mixed,26.1,3.9,6,2,23.8,8.0,0.75,6.0,331.7
6105,34,Male,68.1,1.75,188.0,153.0,70.0,1.07,Strength,17.4,3.6,5,2,22.1,6.0,0.7033898305084746,4.220338983050848,307.5
6106,33,Female,51.7,1.7,188.0,158.0,69.0,0.75,Mixed,22.7,3.8,5,1,18.0,8.0,0.7478991596638656,5.983193277310924,232.0
6107,19,Male,79.4,1.76,196.0,166.0,75.0,1.1,Mixed,21.8,4.6,4,1,25.7,8.0,0.7520661157024794,6.016528925619835,525.5
6108,21,Male,65.8,1.75,196.0,143.0,79.0,0.45,Yoga,21.4,3.4,2,0,21.5,3.0,0.5470085470085471,1.6410256410256412,48.6
6109,38,Female,90.4,1.76,177.0,139.0,68.0,0.41,Cardio,16.4,2.5,3,0,29.2,7.0,0.6513761467889908,4.559633027522936,169.0
6110,56,Male,65.9,1.59,153.0,123.0,66.0,0.77,Cardio,17.4,3.2,5,1,25.9,7.0,0.6551724137931034,4.586206896551724,232.7
6111,51,Female,74.3,1.57,176.0,146.0,78.0,0.52,Strength,32.9,3.2,3,0,30.1,6.0,0.6938775510204082,4.163265306122449,160.9
6112,47,Male,66.1,1.64,174.0,126.0,68.0,1.06,Yoga,22.6,4.2,3,1,24.5,3.0,0.5471698113207547,1.641509433962264,115.0
6113,23,Male,79.7,1.68,203.0,183.0,71.0,0.77,HIIT,30.0,3.4,3,0,28.3,9.5,0.8484848484848485,8.06060606060606,494.7
6114,34,Male,70.9,1.66,184.0,153.0,79.0,0.8,Strength,25.0,3.5,2,0,25.9,6.0,0.7047619047619048,4.228571428571429,239.8
6115,56,Female,49.4,1.49,159.0,145.0,66.0,0.82,HIIT,20.4,2.8,4,1,22.2,9.5,0.8494623655913979,8.06989247311828,326.9
6116,42,Male,84.9,1.85,174.0,159.0,77.0,1.02,HIIT,17.5,3.6,6,2,24.7,9.5,0.845360824742268,8.030927835051546,695.5
6117,22,Female,56.4,1.65,194.0,144.0,83.0,0.35,Yoga,25.4,3.8,2,0,20.7,3.0,0.5495495495495496,1.648648648648649,32.5
6118,22,Male,93.0,1.7,195.0,149.0,64.0,0.93,Cardio,15.0,3.1,7,2,32.3,7.0,0.648854961832061,4.541984732824427,392.8
6119,37,Male,76.8,1.8,175.0,152.0,81.0,0.49,Mixed,30.0,3.8,2,0,23.6,8.0,0.7553191489361702,6.042553191489362,227.4
6120,33,Female,50.7,1.45,185.0,169.0,76.0,0.56,HIIT,33.2,3.1,2,0,24.1,9.5,0.8532110091743119,8.105504587155963,230.1
6121,58,Male,67.8,1.63,159.0,134.0,58.0,0.98,Mixed,11.1,4.4,7,3,25.6,8.0,0.7524752475247525,6.01980198019802,400.0
6122,54,Male,52.9,1.64,170.0,139.0,80.0,0.96,Cardio,21.3,2.9,3,1,19.7,7.0,0.6555555555555556,4.588888888888889,233.0
6123,57,Female,79.4,1.65,166.0,144.0,77.0,0.83,Mixed,29.2,4.0,2,0,29.3,8.0,0.7528089887640449,6.022471910112359,396.9
6124,26,Female,55.0,1.66,192.0,173.0,66.0,0.98,HIIT,26.1,3.5,4,1,19.9,9.5,0.8492063492063492,8.067460317460318,434.8
6125,22,Female,63.2,1.82,200.0,145.0,77.0,0.91,Yoga,30.4,4.2,3,0,19.0,3.0,0.5528455284552846,1.6585365853658538,95.4
6126,59,Male,71.2,1.75,156.0,116.0,68.0,1.31,Yoga,14.2,4.4,6,3,23.3,3.0,0.5454545454545454,1.6363636363636362,152.6
6127,19,Female,59.5,1.78,195.0,159.0,75.0,0.48,Strength,32.0,3.6,2,0,18.9,6.0,0.7,4.199999999999999,120.0
6128,26,Female,85.9,1.68,194.0,174.0,66.0,1.1,HIIT,21.2,3.6,6,2,30.2,9.5,0.84375,8.015625,757.4
6129,53,Male,54.7,1.54,168.0,139.0,74.0,1.03,Strength,20.3,3.3,2,0,23.1,6.0,0.6914893617021277,4.148936170212767,233.8
6130,39,Female,39.0,1.47,180.0,153.0,72.0,0.68,Mixed,28.4,4.4,4,1,18.0,8.0,0.75,6.0,159.1
6131,39,Female,57.8,1.53,188.0,148.0,55.0,1.47,Strength,13.3,3.5,7,3,24.8,6.0,0.6992481203007519,4.195488721804511,356.5
6132,39,Male,77.2,1.72,184.0,145.0,71.0,0.81,Cardio,21.6,2.8,3,0,26.2,7.0,0.6548672566371682,4.5840707964601775,286.7
6133,51,Female,63.2,1.68,174.0,139.0,73.0,0.63,Cardio,29.5,2.8,3,0,22.3,7.0,0.6534653465346535,4.574257425742575,182.1
6134,46,Male,51.1,1.66,171.0,126.0,71.0,0.73,Yoga,21.6,4.2,3,1,18.6,3.0,0.55,1.65,61.5
6135,55,Female,63.7,1.64,167.0,141.0,81.0,0.53,Strength,33.1,3.7,3,0,23.6,6.0,0.6976744186046512,4.186046511627907,141.3
6136,50,Female,78.1,1.88,165.0,150.0,64.0,1.34,HIIT,15.0,3.8,7,2,22.1,9.5,0.8514851485148515,8.089108910891088,846.6
6137,35,Male,51.3,1.6,181.0,133.0,74.0,0.62,Yoga,23.8,3.2,5,1,20.1,3.0,0.5514018691588785,1.6542056074766354,52.6
6138,24,Female,62.1,1.77,198.0,166.0,73.0,0.62,Mixed,22.2,4.1,3,0,19.7,8.0,0.744,5.952,229.2
6139,18,Male,69.5,1.68,198.0,165.0,68.0,0.75,Mixed,19.5,3.8,5,2,24.6,8.0,0.7461538461538462,5.969230769230769,311.1
6140,50,Female,77.4,1.67,166.0,128.0,81.0,0.38,Yoga,20.2,3.7,2,0,27.6,3.0,0.5529411764705883,1.6588235294117648,48.8
6141,18,Female,83.5,1.8,204.0,153.0,59.0,1.42,Cardio,28.4,3.8,7,3,25.8,7.0,0.6482758620689655,4.537931034482758,538.1
6142,41,Male,60.0,1.83,175.0,141.0,77.0,0.77,Cardio,23.4,2.7,3,0,18.0,7.0,0.6530612244897959,4.571428571428571,211.2
6143,21,Male,72.6,1.66,204.0,168.0,62.0,0.93,Mixed,17.9,4.4,4,2,26.5,8.0,0.7464788732394366,5.971830985915493,403.2
6144,21,Female,83.9,1.76,198.0,156.0,78.0,0.71,Cardio,28.3,2.7,2,0,27.1,7.0,0.65,4.55,271.0
6145,35,Female,87.1,1.72,184.0,152.0,55.0,0.87,Mixed,16.2,3.9,7,2,29.6,8.0,0.751937984496124,6.015503875968992,455.8
6146,44,Female,57.1,1.68,177.0,139.0,67.0,0.55,Cardio,28.5,2.1,3,0,20.2,7.0,0.6545454545454545,4.581818181818182,143.9
6147,49,Male,68.7,1.7,170.0,147.0,78.0,0.34,Mixed,24.3,3.8,2,0,23.8,8.0,0.75,6.0,140.1
6148,50,Male,68.2,1.61,171.0,145.0,67.0,0.45,Mixed,23.2,3.9,2,0,26.3,8.0,0.75,6.0,184.1
6149,45,Female,59.6,1.65,170.0,145.0,68.0,1.08,Mixed,27.0,4.3,3,1,21.9,8.0,0.7549019607843137,6.03921568627451,388.7
6150,59,Female,68.9,1.62,150.0,124.0,77.0,0.76,Cardio,17.8,3.1,5,1,26.2,7.0,0.6438356164383562,4.506849315068493,236.0
6151,58,Female,74.9,1.77,155.0,143.0,74.0,0.67,HIIT,29.0,3.4,4,1,23.9,9.5,0.8518518518518519,8.092592592592593,406.1
6152,53,Male,57.5,1.67,165.0,142.0,72.0,1.09,Mixed,12.3,4.2,7,3,20.6,8.0,0.7526881720430108,6.021505376344086,377.4
6153,23,Female,50.4,1.55,199.0,156.0,75.0,0.51,Cardio,24.6,2.7,3,0,21.0,7.0,0.6532258064516129,4.57258064516129,117.5
6154,33,Male,74.9,1.61,198.0,178.0,65.0,0.91,HIIT,21.6,3.0,5,2,29.0,9.5,0.849624060150376,8.071428571428571,550.1
6155,51,Male,42.1,1.45,166.0,142.0,70.0,0.82,Mixed,25.3,4.5,3,1,20.0,8.0,0.75,6.0,207.1
6156,40,Female,51.4,1.63,177.0,161.0,70.0,0.69,HIIT,23.3,3.5,3,0,19.3,9.5,0.8504672897196262,8.07943925233645,286.5
6157,59,Male,71.9,1.68,163.0,136.0,74.0,0.73,Strength,25.9,3.3,3,0,25.4,6.0,0.6966292134831461,4.179775280898877,219.4
6158,41,Male,66.3,1.67,180.0,151.0,64.0,0.96,Mixed,19.0,3.7,3,1,23.9,8.0,0.75,6.0,381.9
6159,30,Female,66.1,1.88,191.0,164.0,81.0,0.77,Mixed,31.4,4.2,2,0,18.8,8.0,0.7545454545454545,6.036363636363636,307.2
6160,35,Female,66.2,1.74,184.0,143.0,69.0,0.88,Cardio,16.5,3.2,5,2,21.9,7.0,0.6434782608695652,4.504347826086956,262.4
6161,30,Female,62.3,1.73,180.0,143.0,55.0,1.12,Strength,12.6,3.9,7,3,20.7,6.0,0.704,4.224,294.7
6162,54,Female,49.2,1.52,167.0,134.0,72.0,0.63,Cardio,26.9,2.5,2,0,21.4,7.0,0.6526315789473685,4.568421052631579,141.6
6163,56,Female,92.1,1.64,164.0,125.0,77.0,0.67,Yoga,27.9,4.2,3,0,34.1,3.0,0.5517241379310345,1.6551724137931034,102.1
6164,59,Female,60.6,1.63,153.0,130.0,76.0,0.32,Strength,31.5,2.9,3,0,22.8,6.0,0.7012987012987013,4.207792207792208,81.6
6165,34,Female,52.5,1.6,189.0,158.0,65.0,0.77,Mixed,18.0,4.4,3,1,20.5,8.0,0.75,6.0,242.6
6166,32,Male,82.1,1.6,192.0,163.0,75.0,0.25,Mixed,19.7,3.8,3,0,32.1,8.0,0.7521367521367521,6.017094017094017,123.5
6167,35,Female,61.9,1.5,188.0,157.0,63.0,1.29,Mixed,16.3,4.6,7,3,27.6,8.0,0.752,6.016,480.4
6168,40,Female,64.8,1.55,178.0,145.0,68.0,1.12,Strength,23.1,4.4,5,2,26.9,6.0,0.7,4.199999999999999,304.8
6169,47,Female,64.6,1.77,174.0,148.0,68.0,1.06,Mixed,17.7,3.9,6,3,20.7,8.0,0.7547169811320755,6.037735849056604,413.4
6170,51,Female,79.8,1.67,165.0,123.0,71.0,0.85,Yoga,28.9,3.7,3,1,28.8,3.0,0.5531914893617021,1.6595744680851063,112.6
6171,21,Female,72.4,1.63,192.0,174.0,69.0,0.53,HIIT,29.3,2.6,3,0,27.3,9.5,0.8536585365853658,8.109756097560975,311.2
6172,20,Female,69.4,1.68,200.0,159.0,65.0,0.85,Strength,24.0,3.6,4,1,24.6,6.0,0.6962962962962963,4.177777777777778,246.4
6173,24,Male,58.1,1.8,188.0,172.0,76.0,0.75,HIIT,22.4,3.9,5,1,18.0,9.5,0.8571428571428571,8.142857142857142,354.8
6174,35,Female,67.5,1.68,184.0,145.0,73.0,1.31,Cardio,21.6,3.8,4,2,23.9,7.0,0.6486486486486487,4.54054054054054,401.5
6175,59,Male,93.0,1.73,161.0,125.0,60.0,1.22,Cardio,8.0,2.4,7,3,30.9,7.0,0.6435643564356436,4.504950495049505,511.1
6176,24,Female,63.3,1.6,192.0,156.0,72.0,0.9,Strength,22.7,4.5,5,1,24.9,6.0,0.7,4.199999999999999,239.3
6177,57,Male,58.9,1.62,173.0,148.0,75.0,0.55,Mixed,28.8,4.1,2,0,22.5,8.0,0.7448979591836735,5.959183673469388,193.0
6178,23,Male,67.9,1.72,194.0,152.0,74.0,0.54,Cardio,25.2,2.9,2,0,23.1,7.0,0.65,4.55,166.8
6179,39,Male,81.6,1.87,182.0,138.0,58.0,1.13,Cardio,10.9,3.2,7,2,23.4,7.0,0.6451612903225806,4.516129032258064,416.4
6180,18,Female,69.1,1.82,201.0,143.0,72.0,0.71,Yoga,27.8,3.7,4,1,20.8,3.0,0.5503875968992248,1.6511627906976742,81.0
6181,21,Female,72.0,1.74,204.0,160.0,79.0,0.92,Cardio,13.3,2.8,3,1,23.8,7.0,0.648,4.5360000000000005,300.5
6182,46,Female,85.5,1.7,172.0,139.0,76.0,0.6,Cardio,23.7,2.3,2,0,29.8,7.0,0.65625,4.59375,235.7
6183,38,Female,97.1,1.82,176.0,135.0,58.0,1.29,Cardio,15.3,2.9,5,3,29.3,7.0,0.652542372881356,4.567796610169491,572.2
6184,43,Female,65.0,1.76,179.0,150.0,63.0,0.93,Mixed,19.1,4.7,6,2,21.0,8.0,0.75,6.0,362.7
6185,31,Female,61.2,1.45,181.0,145.0,77.0,0.61,Cardio,26.6,2.7,3,0,29.1,7.0,0.6538461538461539,4.576923076923077,170.9
6186,26,Male,67.1,1.57,190.0,156.0,76.0,0.63,Strength,18.0,3.9,5,1,27.0,6.0,0.7017543859649122,4.2105263157894735,178.0
6187,29,Male,77.9,1.71,188.0,160.0,73.0,0.96,Mixed,19.9,4.4,5,1,26.5,8.0,0.7565217391304347,6.052173913043478,452.6
6188,59,Male,58.0,1.5,159.0,115.0,61.0,0.72,Yoga,13.4,4.1,3,1,25.7,3.0,0.5510204081632653,1.6530612244897958,69.0
6189,23,Female,51.3,1.59,195.0,154.0,79.0,0.58,Cardio,18.0,2.8,4,1,20.3,7.0,0.646551724137931,4.525862068965518,134.7
6190,37,Female,58.0,1.61,181.0,153.0,69.0,0.83,Mixed,18.9,4.2,6,2,22.4,8.0,0.75,6.0,288.8
6191,41,Male,74.8,1.65,180.0,153.0,74.0,0.52,Mixed,32.8,4.3,2,0,27.3,8.0,0.7452830188679245,5.962264150943396,231.9
6192,44,Female,52.3,1.65,173.0,136.0,67.0,0.93,Cardio,24.2,3.1,4,1,19.2,7.0,0.6509433962264151,4.556603773584905,221.6
6193,55,Female,54.1,1.65,167.0,125.0,73.0,0.78,Yoga,34.3,4.0,3,0,19.8,3.0,0.5531914893617021,1.6595744680851063,70.0
6194,25,Female,78.4,1.76,191.0,152.0,79.0,0.6,Cardio,29.2,2.8,3,0,25.2,7.0,0.6517857142857143,4.5625,214.6
6195,18,Male,57.0,1.65,196.0,148.0,60.0,0.43,Cardio,23.7,2.4,5,1,20.8,7.0,0.6470588235294118,4.529411764705882,111.0
6196,41,Male,73.6,1.64,173.0,145.0,78.0,0.5,Strength,22.3,3.0,3,0,27.3,6.0,0.7052631578947368,4.231578947368421,155.7
6197,24,Female,50.1,1.55,194.0,165.0,76.0,0.55,Mixed,30.5,3.8,3,0,21.0,8.0,0.7542372881355932,6.033898305084746,166.3
6198,36,Male,79.4,1.78,189.0,171.0,71.0,0.47,HIIT,25.2,2.7,4,1,25.0,9.5,0.847457627118644,8.050847457627118,300.4
6199,39,Male,65.8,1.61,181.0,124.0,55.0,0.94,Yoga,19.0,4.4,6,3,25.3,3.0,0.5476190476190477,1.642857142857143,101.6
6200,52,Female,54.5,1.57,166.0,117.0,56.0,1.06,Yoga,18.5,4.2,5,2,22.1,3.0,0.5545454545454546,1.6636363636363636,96.1
6201,47,Female,66.7,1.7,173.0,151.0,85.0,0.76,Mixed,20.4,4.0,2,0,23.0,8.0,0.75,6.0,304.2
6202,46,Male,54.7,1.6,168.0,153.0,71.0,0.94,HIIT,23.2,3.8,4,1,21.3,9.5,0.845360824742268,8.030927835051546,412.9
6203,39,Male,63.4,1.63,172.0,159.0,80.0,1.02,HIIT,27.6,3.3,5,1,23.9,9.5,0.8586956521739131,8.157608695652174,527.5
6204,28,Female,58.6,1.71,187.0,171.0,80.0,0.77,HIIT,25.7,3.1,2,0,20.2,9.5,0.8504672897196262,8.07943925233645,364.6
6205,37,Female,62.7,1.65,178.0,152.0,76.0,0.48,Mixed,26.5,4.2,2,0,23.1,8.0,0.7450980392156863,5.96078431372549,179.4
6206,46,Female,97.4,1.9,186.0,148.0,76.0,0.47,Cardio,26.9,3.0,2,0,27.0,7.0,0.6545454545454545,4.581818181818182,209.7
6207,58,Male,54.4,1.67,172.0,128.0,75.0,0.86,Yoga,16.7,3.7,3,1,19.5,3.0,0.5463917525773195,1.6391752577319587,76.7
6208,59,Male,66.9,1.74,171.0,156.0,71.0,0.9,HIIT,9.3,3.0,4,2,22.1,9.5,0.85,8.075,486.2
6209,51,Female,57.6,1.49,163.0,131.0,72.0,0.79,Cardio,31.3,3.3,4,1,26.1,7.0,0.6483516483516484,4.538461538461538,206.5
6210,18,Female,45.7,1.59,205.0,142.0,65.0,1.46,Yoga,16.8,4.1,6,3,18.0,3.0,0.55,1.65,110.1
6211,48,Female,77.6,1.57,168.0,129.0,81.0,0.3,Yoga,25.2,3.6,2,0,31.4,3.0,0.5517241379310345,1.6551724137931034,38.5
6212,47,Female,70.8,1.58,181.0,145.0,62.0,0.68,Strength,20.1,3.8,5,3,28.2,6.0,0.6974789915966386,4.184873949579831,201.5
6213,35,Male,53.3,1.72,187.0,169.0,67.0,1.21,HIIT,18.1,3.6,4,1,18.0,9.5,0.85,8.075,520.8
6214,34,Female,57.3,1.78,181.0,155.0,77.0,0.56,Mixed,30.2,4.1,3,0,18.0,8.0,0.75,6.0,192.5
6215,55,Female,70.9,1.71,173.0,132.0,56.0,1.17,Cardio,16.6,3.3,6,3,24.1,7.0,0.6495726495726496,4.547008547008547,377.2
6216,31,Male,53.6,1.66,197.0,178.0,68.0,0.5,HIIT,21.3,3.2,4,1,19.5,9.5,0.8527131782945736,8.10077519379845,217.1
6217,40,Female,72.8,1.62,175.0,150.0,77.0,0.25,Mixed,23.6,3.7,3,0,27.8,8.0,0.7448979591836735,5.959183673469388,108.5
6218,42,Male,82.1,1.79,180.0,143.0,75.0,0.48,Cardio,24.9,2.7,2,0,25.6,7.0,0.6476190476190476,4.533333333333333,178.6
6219,32,Male,87.2,1.89,178.0,144.0,82.0,0.67,Cardio,27.8,2.8,3,0,24.5,7.0,0.6458333333333334,4.520833333333334,264.1
6220,39,Male,62.3,1.69,179.0,148.0,57.0,0.95,Mixed,16.6,4.3,7,3,21.7,8.0,0.7459016393442623,5.967213114754099,353.2
6221,20,Female,95.7,1.77,198.0,165.0,64.0,0.34,Mixed,26.1,3.9,3,0,30.4,8.0,0.753731343283582,6.029850746268656,196.2
6222,36,Male,79.4,1.71,182.0,165.0,67.0,1.0,HIIT,13.7,3.5,5,3,27.0,9.5,0.8521739130434782,8.095652173913043,642.8
6223,51,Female,81.4,1.76,177.0,131.0,75.0,0.56,Yoga,26.0,3.7,3,0,26.4,3.0,0.5490196078431373,1.647058823529412,75.1
6224,52,Male,70.4,1.56,161.0,131.0,75.0,0.38,Cardio,22.3,2.5,3,0,28.8,7.0,0.6511627906976745,4.558139534883721,121.9
6225,18,Male,53.0,1.63,201.0,142.0,71.0,0.91,Yoga,23.2,3.8,3,0,19.9,3.0,0.5461538461538461,1.6384615384615384,79.0
6226,38,Male,86.2,1.72,186.0,167.0,61.0,0.63,HIIT,21.4,3.0,5,1,29.1,9.5,0.848,8.056,437.5
6227,46,Female,74.4,1.8,167.0,124.0,71.0,0.62,Yoga,32.2,3.5,2,0,22.9,3.0,0.5520833333333334,1.65625,76.4
6228,23,Female,64.7,1.6,193.0,174.0,68.0,1.21,HIIT,21.9,3.5,4,2,25.3,9.5,0.848,8.056,630.7
6229,54,Male,51.0,1.48,172.0,147.0,74.0,0.87,Mixed,18.8,4.1,2,0,23.4,8.0,0.7448979591836735,5.959183673469388,264.4
6230,18,Female,47.8,1.63,205.0,163.0,63.0,0.75,Strength,19.5,3.4,5,2,18.0,6.0,0.704225352112676,4.225352112676056,151.5
6231,18,Male,88.3,1.78,200.0,164.0,57.0,0.51,Mixed,20.7,3.9,7,2,27.8,8.0,0.7482517482517482,5.986013986013986,269.6
6232,44,Male,41.7,1.52,180.0,166.0,84.0,0.41,HIIT,21.2,2.5,3,0,18.0,9.5,0.8541666666666666,8.114583333333332,138.7
6233,38,Male,49.1,1.56,190.0,152.0,65.0,0.79,Strength,8.0,3.6,5,2,20.1,6.0,0.696,4.176,162.0
6234,33,Male,63.8,1.7,185.0,145.0,72.0,0.83,Cardio,14.0,3.0,7,3,22.2,7.0,0.6460176991150443,4.522123893805309,239.5
6235,57,Female,50.1,1.67,167.0,153.0,72.0,0.9,HIIT,28.5,3.1,3,1,18.0,9.5,0.8526315789473684,8.1,365.2
6236,43,Male,59.3,1.74,175.0,146.0,78.0,0.88,Strength,23.2,2.9,5,1,19.6,6.0,0.7010309278350515,4.2061855670103085,219.5
6237,33,Female,60.6,1.56,180.0,129.0,66.0,0.37,Yoga,30.0,3.1,3,1,25.0,3.0,0.5526315789473685,1.6578947368421053,37.2
6238,45,Male,61.4,1.65,175.0,140.0,57.0,0.79,Strength,18.2,3.6,5,2,22.6,6.0,0.7033898305084746,4.220338983050848,204.7
6239,18,Male,74.3,1.8,201.0,156.0,74.0,0.54,Cardio,22.1,3.0,3,0,22.9,7.0,0.6456692913385826,4.519685039370079,181.3
6240,53,Male,49.5,1.56,162.0,141.0,78.0,0.77,Mixed,23.4,4.0,3,0,20.3,8.0,0.75,6.0,228.7
6241,27,Male,80.8,1.83,191.0,140.0,78.0,0.55,Yoga,24.1,4.1,2,0,24.2,3.0,0.5486725663716814,1.646017699115044,73.1
6242,34,Male,56.2,1.57,185.0,157.0,72.0,1.4,Mixed,22.7,4.3,3,1,22.7,8.0,0.7522123893805309,6.017699115044247,473.5
6243,40,Female,56.1,1.76,181.0,148.0,85.0,0.49,Cardio,23.6,3.1,3,0,18.0,7.0,0.65625,4.59375,126.3
6244,24,Female,62.6,1.64,201.0,145.0,77.0,0.8,Yoga,25.4,3.9,2,0,23.2,3.0,0.5483870967741935,1.6451612903225803,82.4
6245,24,Male,46.6,1.57,201.0,155.0,68.0,0.77,Cardio,25.3,2.7,4,1,19.0,7.0,0.6541353383458647,4.578947368421053,164.3
6246,32,Female,73.3,1.63,188.0,148.0,74.0,0.91,Cardio,20.1,3.4,3,0,27.6,7.0,0.6491228070175439,4.543859649122807,303.1
6247,51,Female,67.5,1.73,166.0,152.0,71.0,0.51,HIIT,22.3,2.2,2,0,22.4,9.5,0.8526315789473684,8.1,278.8
6248,21,Male,96.1,1.68,205.0,145.0,71.0,0.8,Yoga,11.4,4.0,5,1,34.1,3.0,0.5522388059701493,1.656716417910448,127.4
6249,31,Male,89.5,1.79,189.0,170.0,65.0,1.53,HIIT,8.0,4.0,7,3,27.9,9.5,0.8467741935483871,8.044354838709678,1101.6
6250,31,Male,78.1,1.82,186.0,150.0,82.0,0.44,Cardio,30.9,2.9,2,0,23.5,7.0,0.6538461538461539,4.576923076923077,157.3
6251,33,Male,64.2,1.56,188.0,171.0,74.0,0.99,HIIT,21.4,3.7,3,0,26.3,9.5,0.8508771929824561,8.083333333333334,513.8
6252,24,Female,43.5,1.55,187.0,159.0,75.0,0.72,Mixed,30.0,4.6,3,0,18.0,8.0,0.75,6.0,187.9
6253,49,Female,66.9,1.55,169.0,135.0,57.0,1.28,Strength,20.1,3.9,7,3,27.8,6.0,0.6964285714285714,4.178571428571429,357.8
6254,36,Female,52.4,1.59,181.0,165.0,75.0,0.55,HIIT,29.1,3.0,3,1,20.7,9.5,0.8490566037735849,8.066037735849058,232.5
6255,19,Female,78.1,1.79,197.0,165.0,69.0,0.4,Mixed,27.4,4.2,3,0,24.4,8.0,0.75,6.0,187.4
6256,27,Male,63.6,1.74,195.0,148.0,61.0,1.08,Cardio,19.1,3.4,7,2,21.1,7.0,0.6492537313432836,4.544776119402985,312.2
6257,34,Male,56.8,1.63,191.0,171.0,55.0,0.8,HIIT,25.1,3.6,3,0,21.5,9.5,0.8529411764705882,8.102941176470589,368.2
6258,54,Male,65.6,1.68,174.0,159.0,69.0,0.26,HIIT,24.8,2.4,2,0,23.3,9.5,0.8571428571428571,8.142857142857142,138.9
6259,29,Male,80.6,1.82,189.0,159.0,72.0,0.37,Mixed,22.5,3.8,3,0,24.3,8.0,0.7435897435897436,5.948717948717949,177.4
